-3.279638211216608,-2.6421607639061424,1
-4.900622889508496,-3.1471178570389293,1
-3.926359178467383,-2.309842503590221,1
-9.31888198631284,-6.2209596298050505,0
-3.683583866325306,-2.8637222155036817,1
-4.384021327165867,-4.411779618983638,1
-9.33488469637836,-6.7230156626592725,0
-3.666011418595102,-1.3907980208598576,1
-9.934294459244056,-5.753764794766007,0
-9.62086308748621,-7.862732660958155,0
-4.445315054674469,-2.454592664799804,1
-2.765657185005205,-2.526234442792958,1
-3.1495377135868585,-0.8428798366963395,1
-2.6281099982673917,-1.4827297732257088,1
-9.503640317858835,-7.336570600683619,0
-3.6738654569468263,-1.4550173080712343,1
-10.922261579117857,-5.679880202559055,0
-4.850023431621814,-2.634524268173754,1
-7.678908236844281,-6.93357794783771,0
-2.688618460714496,-1.3875480459492482,1
-6.037995169387413,-4.086548652098468,1
-9.581990230987032,-6.091362515460268,0
-3.465241440785817,-2.2791312930466328,1
-9.39863549026511,-6.844905327953723,0
-5.458054411967028,-2.0901535834700273,1
-10.429589015178573,-6.75282781072782,0
-3.54865639400962,-1.2795360393159418,1
-5.378150202259171,-2.6161242875993507,1
-3.864815672236334,-1.617089525253694,1
-4.490520872647568,0.16862278928531893,1
-4.159699765814599,0.02368724131818567,1
-5.338470553773185,-1.1044127376794115,1
-4.227106580823734,-2.5705741239661473,1
-10.469214662633602,-4.526401179338073,0
-3.712338881806729,-2.2846741211717316,1
-4.52848744813823,-2.066732302443883,1
-7.45906917971025,-3.3578536350799215,1
-8.403603320055478,-6.212336950294674,0
-10.102120358536126,-7.272715305038538,0
-11.513724461107723,-7.5397153543165905,0
-9.035505572557282,-5.851799988609855,0
-9.858078154289363,-4.711569792588492,0
-9.030573654074718,-6.822993518895815,0
-9.716259492981287,-7.717924859034528,0
-8.936315730729262,-7.573629413680955,0
-5.335925691139325,-3.103086788252964,1
-8.617016173331207,-5.501113850054361,0
-2.2407472114469167,-2.3535428832110954,1
-4.425534584281678,-1.7540805650670523,1
-5.100593188377887,-0.6445937475290486,1
-8.723634349657676,-6.863989132220262,0
-3.011074330289501,-0.9481761531833939,1
-5.838246483041539,-2.677377371573262,1
-8.94414587242655,-4.527464490715591,0
-9.726797202432877,-5.882568063805108,0
-5.329541328443239,-2.6600906201242664,1
-10.429370814727898,-5.722742292320839,0
-10.390558568366435,-6.4207090927816335,0
-8.09133709567585,-6.218725781287281,0
-4.1693323762338155,-2.3751091343386332,1
-3.515383647774271,-3.047747461008841,1
-9.126735178241855,-6.113116526563273,0
-9.274803253132372,-6.104431110634598,0
-3.945357122790149,-1.542030944136624,1
-5.509739171861881,-2.699383347140981,1
-4.710309054824617,-3.3625488385759286,1
-9.564735514599112,-5.612363613215878,0
-4.260629724343242,0.25743100686507336,1
-4.676776737074154,-3.6541667009489194,1
-9.386337184895279,-6.62819515919153,0
-4.198453856107754,-2.6911815958167185,1
-2.958326633198168,0.4848681391577174,1
-3.0016038542792316,-1.122463294830911,1
-2.5565795945453074,-1.8370818377666516,1
-7.750205033158509,-6.623655047009607,0
-3.474817666282927,-2.4383070008089067,1
-4.227037058744914,-3.750353348979199,1
-10.351370732103042,-7.373944080634567,0
-10.358790817504927,-6.6640948282453305,0
-10.190948679363068,-7.678758680534051,0
-10.035083780559253,-7.110584194985345,0
-3.773560068777279,-0.5701544020621145,1
-8.747121759323576,-5.7375860500084315,0
-3.7743953211838206,-0.8338837866346951,1
-10.73432273465042,-6.723530040575889,0
-3.427969841024498,-3.495881140354527,1
-3.4652502167304906,-1.6399351532371362,1
-3.1999294637158355,-2.802207079165439,1
-3.1916035866678296,-2.5013025595683254,1
-4.454534047087242,-0.5488967845206865,1
-9.510697851987237,-7.024126331753534,0
-3.425278318028125,-2.8760407539264885,1
-3.981904178163023,-2.1572864950740422,1
-4.284864234252162,-1.4054540858352254,1
-10.447294880049366,-6.529957453374878,0
-3.837767704438869,-1.4752556875799296,1
-3.313796159768334,0.05309125627824818,1
-4.729892074818269,-1.0353047326957336,1
-4.810364141064344,-1.7786011518370761,1
-10.707623849846685,-5.992800366320201,0
-10.405985974168996,-7.619952770778179,0
-10.055265262747497,-7.72848977086011,0
-9.81874865022828,-7.731883406778861,0
-4.680323368646602,-1.814094061807802,1
-1.9229442483227546,-1.8082491586518916,1
-3.426311139587469,-3.130239319600892,1
-9.953625216255775,-6.712827526492852,0
-3.2876194864367596,-2.2984244899349537,1
-4.501469781506218,-1.911156757107806,1
-3.8513621152409354,-1.1387396323907273,1
-12.029461186595018,-7.380821166646991,0
-1.9722085180732818,-3.2998877436385543,1
-4.343599485578616,-2.447268992240766,1
-4.123788708921341,-1.0202292981798657,1
-11.29396969301674,-9.482178074271808,0
-3.816558699677584,-1.7341640771147118,1
-10.949118993834873,-6.3850207873591724,0
-3.640930539888784,-2.5693321099268083,1
-4.593190847810401,-3.785008241036324,1
-8.641069425919103,-6.279207992020001,0
-2.022042169991984,-1.854271661357541,1
-9.060047693130024,-7.082857430340443,0
-5.045352449750639,-0.3286063760766318,1
-9.942874610409408,-7.840809148816744,0
-9.673496896941915,-8.799396634715913,0
-8.844453682731471,-6.634886946495786,0
-10.277611956621955,-4.8079319517521935,0
-10.618693953467474,-4.2408425875835984,0
-3.8898389561853546,-1.6294207044888076,1
-10.675519083431567,-6.559182759224686,0
-8.311623913745375,-8.04763901273523,0
-5.275685656379698,-2.5017625755291975,1
-5.262367884221765,-2.5237616521887007,1
-8.251002564590223,-6.412353854179382,0
-7.67730704950614,-5.91050957970829,0
-5.063872148687101,-1.9540711431666669,1
-4.336369723421558,-4.296371148897769,1
-7.86000899517714,-8.404342222685624,0
-9.00255789126092,-5.998789905716511,0
-4.137292912622141,-1.4222188895342558,1
-10.309343378796056,-7.701039462501897,0
-10.696305869678884,-8.042337367193678,0
-9.071133604203835,-6.8882058499162095,0
-4.88459437455783,-3.0847164050390123,1
-8.759795023246738,-4.974416613475159,0
-10.417163795009435,-6.6128867297991665,0
-3.7448855351523003,-2.3993246519285654,1
-10.472902763314584,-5.200857187169827,0
-4.6660140656134885,-1.4688620366882001,1
-10.031685260635117,-6.769038940598317,0
-8.692829294516622,-6.355247038001955,0
-3.8373070809426975,-2.4638181270789494,1
-5.449712979820041,-0.9296779929600076,1
-11.516031274373633,-5.777216888856045,0
-9.778428811250494,-5.808042103835797,0
-3.901591561401489,-1.6154130184803828,1
-9.698591990186486,-6.011127386538403,0
-9.7650635202001,-6.831029106647138,0
-3.773524151326214,-1.7460000846067438,1
-3.684026481333058,-2.3690070516865034,1
-4.998537589473312,-2.2294731054507633,1
-9.435721015975655,-6.321963289431066,0
-8.443989529745718,-6.459028141841188,0
-5.686869139044459,-1.982092659112221,1
-5.955517933144531,-2.8642949304980894,1
-2.5510703156910615,-1.5449495451346154,1
-10.51201505355869,-6.066201712372653,0
-3.332643608207335,-0.3048969460835116,1
-4.290948830191596,-1.808537738018281,1
-10.140415763054193,-5.597919726005805,0
-11.072734920665951,-7.471164752469944,0
-3.28135770699508,-3.0683180576837663,1
-9.03007529667017,-6.559584194446184,0
-9.93791426403327,-4.911503070003834,0
-3.2951424262345217,-2.0211576551078987,1
-10.054308522759845,-7.554439883726315,0
-11.025850187763133,-5.495489183625006,0
-7.1034432331989095,-6.177387716067298,0
-9.25074212262081,-6.788690474524998,0
-11.167891399143638,-7.344381124084995,0
-3.6493791467841192,-2.3747326497623495,1
-5.255684903365225,-1.6350900896631742,1
-3.2138908800040946,-0.07463158669263903,1
-3.301871904557008,-3.471164278824923,1
-5.942018049049011,-8.162032198579027,0
-2.5590534310617308,-1.8928408873301987,1
-3.158161206606208,-2.1326797327863685,1
-4.544455879346678,-0.42916292815732193,1
-8.4384666776255,-5.8168329404222225,0
-9.815276897954595,-5.784033469376224,0
-9.783542949287776,-5.496009093604545,0
-3.7124528951167295,-2.4813230111053444,1
-9.94087538571405,-6.5433365013843385,0
-10.346018454146792,-6.342429058462656,0
-3.6866372875577937,-1.6380867833709605,1
-2.62561256021372,-2.52570991721885,1
-12.341471029152627,-5.025212251321263,0
-3.3533433535291386,-1.2645385256733335,1
-5.417077866445721,-3.7790525425930395,1
-3.4895725082194295,-3.0750536755977143,1
-9.690537785218998,-5.910416159855933,0
-4.302520975440444,-2.630645783740265,1
-3.6481595662215236,-3.003167805119128,1
-4.897175561681053,-2.7919402703680998,1
-2.320050631465733,-2.7029114709985227,1
-9.619349540504496,-6.828745888908405,0
-4.424785054137713,-0.22612847927364,1
-9.980710232607331,-6.525342335185103,0
-9.305668970025181,-5.628967452342134,0
-11.0870523954025,-6.962903986123288,0
-4.043706692132239,-2.6860963573245673,1
-9.669648677764675,-6.240242617956863,0
-2.801084268503347,-0.3043398754990736,1
-4.042068695546115,-1.4109960800962709,1
-8.435799748662182,-6.897905083715295,0
-7.87744699537523,-6.746051079157649,0
-5.29617255095973,-1.577036115253882,1
-3.932615582732247,-2.7496029109834295,1
-9.391717621390718,-6.934213310483889,0
-5.219381385598834,-3.3605196627684153,1
-9.792455201759044,-6.646727738032526,0
-7.915011170512818,-6.2410595960215804,0
-3.4052867743135535,-2.365013414969537,1
-2.6842873615073786,-3.069020169501579,1
-8.10149554235724,-7.198563035688597,0
-3.704948560337336,-2.5830027668840008,1
-8.305578464439384,-6.558694140076652,0
-4.180481544339974,-1.470121727347479,1
-3.563032698502119,-1.6834199393966118,1
-6.00644902899566,-1.563426618305809,1
-4.177690665153218,-3.0824862588723447,1
-9.544699365875708,-4.295783944666729,0
-9.025021169020423,-5.814208222634945,0
-9.505834182663579,-5.437677281268516,0
-4.692343710139042,-0.8347238867610796,1
-3.4767728288740973,-3.1660626108488485,1
-4.970840046293737,-3.1384361062858797,1
-5.167775793509479,-2.3549143755551856,1
-4.906347284439335,-1.272409453298927,1
-3.273077778408375,-2.22849761928055,1
-9.63571151504716,-5.009630542016332,0
-5.20670928168977,-3.070004712479896,1
-9.650851104567465,-5.240553264949043,0
